date,feature_1,feature_2,feature_3,target
2020-01-23,1.8116920561190266,89.35945864501316,A,1
2020-01-23,0.8847264217541372,65.80549838612207,A,0
2020-01-23,0.26821680827769556,0.8059103342119789,B,0
2020-01-25,-0.7136165557407638,94.3174822961285,A,1
2020-01-25,-0.8739503454914255,23.714446597771122,B,0
2020-01-25,-1.6262177145887398,10.761418475985884,C,0
2020-01-25,1.7167654803143868,76.81281783808822,A,1
2020-01-26,1.5376115600740414,50.047731586671816,A,1
2020-01-26,-1.4062846285832822,43.377056601801755,C,1
2020-01-27,-0.5526279949062014,24.950307968274178,C,1
2020-01-27,0.4331447692319086,54.74714898623186,A,1
2020-01-27,-0.29950913817220803,27.438460520258744,C,1
2020-01-28,-1.9186747570318177,90.15830052870676,B,1
2020-01-28,-0.6577727605556882,21.52044797331928,B,0
2020-01-28,1.9510342980200188,88.43551504557536,A,1
2020-01-28,-0.5899785904144441,55.940542572735694,B,1
2020-01-29,-0.16346733670220695,82.8488133895241,B,1
2020-01-29,-1.1451774240353807,71.2845995860955,A,1
2020-01-29,0.587762985283748,69.66951114367485,C,1
2020-01-29,0.1151517990245837,32.43458076950557,A,1
2020-01-29,-0.7420197415569786,23.38969314722035,B,1
2020-01-29,-1.304655395807425,21.088622768078814,A,0
2020-01-31,1.4045433740108757,85.71916570595887,A,0
2020-02-01,-1.6055434066410803,82.042682025902,B,1
2020-02-02,0.503815695589555,44.057352801230735,B,1
2020-02-02,-2.153879244711573,13.24046134964546,A,0
2020-02-02,0.7072116830123825,38.225225197745836,B,1
2020-02-03,0.9702988872600607,61.93434541369114,B,1
2020-02-03,1.0947837116399135,45.44031544799528,B,0
2020-02-03,-0.1612084685698682,78.0189268482995,B,1
2020-02-04,1.584003605563696,99.76228222513855,B,1
2020-02-04,2.307791694996068,19.113208844889684,B,0
2020-02-05,-0.32162313604596326,45.965081965957246,C,0
2020-02-05,-0.45100503012992765,43.098390192082206,A,1
2020-02-06,0.14917726034493564,30.44925327489508,B,1
2020-02-06,-0.47768014589420715,19.80955167202896,A,1
2020-02-06,-0.6238701960101206,6.569211648965922,C,0
2020-02-06,-0.5367385402415096,88.71193172236984,B,1
2020-02-06,1.7157560080062453,41.98486976863176,A,0
2020-02-07,0.771881995035432,49.68955185000489,B,0
2020-02-07,-0.4809461272580911,91.69420482009158,B,1
2020-02-08,-2.455125025722286,77.62904775159478,B,1
2020-02-08,-1.5444644936064675,13.050126411718422,B,0
2020-02-08,0.5034290826018777,56.54199676077424,B,0
2020-02-08,-2.1215559413888174,44.22522765195591,B,1
2020-02-08,0.2929935274519557,79.72110725787628,B,1
2020-02-08,-1.0655637248650256,72.42325476119493,C,1
2020-02-08,0.09180577458067339,69.0405721911072,C,0
2020-02-08,0.06385630133414286,34.05448354798969,B,1
2020-02-08,0.12058993389071061,80.49637303992544,B,1
2020-02-09,-0.3944218470785206,5.239129559486122,C,0
2020-02-09,-0.42728562560773226,15.962490143216723,C,1
2020-02-09,-0.7207904189364387,33.56232729779117,C,0
2020-02-09,0.48389231724189,7.6807441069281275,B,1
2020-02-09,0.8051926747809481,23.49942775346916,A,0
2020-02-10,-1.2189725225361263,83.01509829979182,A,1
2020-02-10,-0.051628472292269405,94.82515377900793,A,0
2020-02-10,0.19658207348773796,30.46023557741905,A,1
2020-02-10,0.18377113462304207,26.451580398883824,B,1
2020-02-11,0.16676961959651773,27.98926522464269,A,1
2020-02-11,-0.40203481034522437,27.771908735084384,C,0
2020-02-11,0.27903042546253914,3.593018218597299,C,0
2020-02-11,0.6180287109836201,92.69163463311081,A,0
2020-02-12,0.14103665582256417,21.36981415703284,C,1
2020-02-12,0.505939836533724,42.0004074081405,B,0
2020-02-13,0.9903534110375071,0.9686882740967739,A,1
2020-02-15,-1.850940357895268,85.79550909150572,A,1
2020-02-15,0.9434638418653676,73.11573444549173,B,1
2020-02-15,0.34242776522127466,94.67560351737032,C,1
2020-02-15,-1.1116253277387267,78.1615479196399,B,1
2020-02-16,0.8024708823196885,31.370651205206524,B,1
2020-02-16,-0.39832090602396175,24.787335872842363,C,1
2020-02-16,-0.26196643631855293,69.7716307553293,B,1
2020-02-16,-0.507679782465662,36.411277501049945,C,1
2020-02-16,0.3023988442382246,56.621501575261654,C,0
2020-02-16,-0.7853531425120531,0.6257471026470229,B,0
2020-02-16,0.9014746299477859,6.188570168047525,C,0
2020-02-17,-0.13886258719467168,53.53679411816512,B,1
2020-02-17,-0.3642024834879375,56.60716464481651,C,0
2020-02-18,0.7528756776139701,75.14529444593437,A,0
2020-02-18,-0.3195567623190806,13.196531962396174,C,1
2020-02-20,0.9481768253623012,51.31830837567788,C,1
2020-02-20,0.9795929508408657,19.44476444316886,B,0
2020-02-20,-1.334803838218977,9.319611956269469,C,1
2020-02-20,1.1092602022229239,41.04957940605546,A,1
2020-02-20,-1.4620359715018856,16.333664808905723,A,1
2020-02-22,1.1715805268825108,22.17819781923186,C,1
2020-02-22,2.028357192230239,31.755457986950177,C,1
2020-02-22,0.8748344382691315,25.938840074319625,A,1
2020-02-22,-2.156980644699673,8.75912974059464,B,1
2020-02-22,1.0635657193860184,8.99162448597023,A,1
2020-02-23,2.2461289659360117,19.32494152341682,A,0
2020-02-23,-0.30303164099802926,5.055918795953895,C,0
2020-02-23,-0.03470332002989009,62.645701967692716,C,0
2020-02-23,-1.1884867219264321,28.732671650890197,A,0
2020-02-23,0.31207941881966916,27.974596776907102,B,1
2020-02-24,1.269177182543129,33.199829423776514,A,1
2020-02-24,0.6977371281494539,66.27962742097216,A,1
2020-02-24,3.1419669772877987,87.06338814834905,B,1
2020-02-25,0.03302704296579728,75.90869325556385,A,0
2020-02-25,-1.6306733674152643,72.75292302250949,A,1
2020-02-27,0.17097097156821917,48.43911856008493,C,1
2020-02-27,-2.4164517652124897,69.38055569674117,B,1
2020-02-27,-0.5331039248645136,55.276236803358316,C,1
2020-02-27,1.624382058600212,21.62505281865289,C,1
2020-02-28,0.32513364863177135,20.85883677410507,B,1
2020-02-28,0.17941681283126878,29.639200687528344,B,1
2020-02-29,1.8207803767153563,91.08026709698133,A,1
2020-03-01,-0.27059989166337,54.74148403797259,C,1
2020-03-01,1.2618204129341088,73.39053770018694,B,1
2020-03-01,0.1293069751663404,34.65587598165476,C,0
2020-03-02,0.38004746345902624,40.771577066522525,C,1
2020-03-02,-1.2173048558630128,12.556557863725137,B,0
2020-03-02,-0.4820467948282169,17.129495782167037,A,1
2020-03-03,-1.3975182328438736,82.73565548261456,C,1
2020-03-03,-0.09524507822534518,58.483863168888206,B,0
2020-03-03,0.3904023439162669,33.75324658838189,A,1
2020-03-03,-1.110038105091452,80.2851208995546,C,1
2020-03-04,2.049178922684823,24.6519905637983,B,0
2020-03-05,0.2781060190919608,97.60326986002038,C,1
2020-03-05,0.05779558558521928,34.48176077461697,B,0
2020-03-07,0.7696577513456252,33.73109541512276,B,1
2020-03-09,-0.828928080865922,31.191190553670523,C,1
2020-03-09,0.1634774791674533,12.211151592428793,C,0
2020-03-09,-0.7168662203575912,11.113714733201242,B,0
2020-03-09,1.5586799100889828,64.81050345341234,A,0
2020-03-09,-1.0586393493970814,87.5118044558047,C,1
2020-03-10,0.06316545930717363,79.05205102716735,B,1
2020-03-12,0.3293157851517757,14.110759402135109,B,1
2020-03-12,0.39482574440770135,54.55821217920664,A,1
2020-03-12,-0.5812351730828322,10.559154597664,A,1
2020-03-13,-0.8955094021450978,4.5294643613077445,A,0
2020-03-13,-0.566795173046099,65.63858593847672,C,1
2020-03-14,0.5283254342102823,53.515233368035034,B,0
2020-03-15,-0.14384577091196363,8.202368521147086,B,0
2020-03-15,0.7962088084525215,3.4939246405988444,B,1
2020-03-15,0.47700371939507324,98.97564134093346,A,1
2020-03-15,-2.2769126980996077,3.0021332149071878,B,1
2020-03-15,0.24749779683721096,44.45282530501596,C,1
2020-03-15,2.25045476781627,50.46190246076956,A,0
2020-03-16,1.3252690510383311,11.728014780044504,A,0
2020-03-16,0.4220131607069687,16.906177843971626,A,0
2020-03-18,-1.0593921304699438,35.18050064103525,A,0
2020-03-18,0.477553716125646,76.16758762136627,C,1
2020-03-18,0.739749939878259,50.70824240602667,B,1
2020-03-18,-0.2537466808275839,63.790187455296156,C,1
2020-03-18,0.3167420588044375,98.51745550906747,B,1
2020-03-19,1.5096624583960405,76.80054353132097,C,1
2020-03-20,-0.8572744197417258,43.43614981412177,A,1
2020-03-21,-1.058299604959127,44.64419217965487,A,1
2020-03-21,0.6926993259942127,61.8772077041005,C,1
2020-03-21,0.4575426361980803,66.53652084189044,C,1
2020-03-21,1.0288382954128117,50.07109258366713,B,0
2020-03-22,0.5697938119037697,64.486122281498,C,1
2020-03-22,-0.5677550631741938,2.353249441409877,C,0
2020-03-23,0.43219265146540486,42.962286389684415,B,1
2020-03-24,-1.1421265432961736,27.893807607347675,B,1
2020-03-24,-0.2503187117329938,12.917444524311039,B,0
2020-03-24,0.5027992309664041,9.954651280877513,C,0
2020-03-25,-0.3605142167238898,60.319216561466746,B,1
2020-03-25,2.468052182229827,52.36005471526117,A,1
2020-03-26,-1.8921842488236669,25.358411699636918,A,1
2020-03-26,-0.5474903569988108,47.09500587725145,A,0
2020-03-26,-0.9377798338699104,49.22323151824083,C,1
2020-03-26,-0.7003488074579535,19.500898043861582,A,1
2020-03-26,-0.6429982234808785,65.20930618816506,C,1
2020-03-27,-1.3264206868589932,78.09193563860904,C,1
2020-03-28,0.7527021485726273,79.1463540889519,A,1
2020-03-28,-0.5470952973871014,60.24698307034551,B,1
2020-03-28,0.16357333558865472,51.16385825190141,C,0
2020-03-29,-0.43482576191024497,6.100714300539489,A,0
2020-03-29,-0.6908804122862098,28.783129885160584,C,0
2020-03-29,1.6722792360868495,9.327144677816989,B,1
2020-03-30,0.9229321822094079,96.38231608784736,B,1
2020-03-30,-1.8682003999551449,13.50801462257607,A,1
2020-03-30,-1.974137448335887,15.177540985110205,C,1
2020-03-30,1.0426088356364869,88.95766183304922,C,1
2020-03-31,-0.5198533915487539,94.39282834764579,C,0
2020-04-01,-1.6490823339342227,76.58290392349099,C,1
2020-04-01,1.045735132540341,0.540492367266987,A,0
2020-04-01,0.16912405009909032,0.13462709565637,B,0
2020-04-01,0.2515710848323196,37.81007697874508,A,0
2020-04-02,0.8095392720059075,14.339537001089253,C,1
2020-04-03,-1.3099771582823936,1.8386142151597284,C,0
2020-04-04,-1.6315008213841646,46.406668940450466,B,1
2020-04-04,1.580954294903202,94.30618974069715,C,1
2020-04-04,-1.4371667607422924,32.38195749024314,A,1
2020-04-04,-1.222237797075564,66.11406784286964,A,1
2020-04-05,-1.0224353795457661,65.22353531324407,B,1
2020-04-05,2.0799459236905222,25.108010366516776,A,0
2020-04-05,0.4933833004115225,65.04252488238643,A,0
2020-04-05,0.9654079744353802,21.233397428689127,A,0
2020-04-06,0.1961675455787285,12.200741357688905,A,0
2020-04-07,-0.6018872112012336,70.13832855596901,C,1
2020-04-07,0.6312912832601678,11.344081710391674,A,1
2020-04-07,-1.5566159707968035,99.69092185893554,B,1
2020-04-08,-1.095283452096495,18.345240115022932,B,0
2020-04-08,0.7329751792614811,59.414186275645754,A,1
2020-04-08,-1.35725523082678,41.137457141258935,B,1
2020-04-08,-0.18908146916187335,12.63864224056671,A,1
2020-04-08,-0.1435123443554117,2.7843907577413396,B,0
2020-04-08,-0.528662003337162,62.273228229283326,B,1
2020-04-08,-1.951118474848857,80.67575637891261,A,1
2020-04-08,-0.6289288911886926,84.2015661506744,A,1
2020-04-08,-0.8249683769324855,48.271347307693446,C,1
2020-04-08,0.1614398632876987,77.74554671823856,A,1
2020-04-09,0.11049053869946868,67.28471334885448,A,0
2020-04-09,0.3779614599368741,72.42545274991332,C,0
2020-04-11,-0.6759862729743975,49.25990052218141,A,0
2020-04-11,0.5227779504658918,63.34117402421271,A,0
2020-04-12,-1.556006732773683,80.55259135760569,C,1
2020-04-12,-1.821904732652354,39.7884175557023,A,1
2020-04-12,-2.335572724166628,80.59789008675837,A,1
2020-04-12,-0.4992972395719973,59.201684278906285,C,1
2020-04-13,-0.7532982243385575,16.590102437078624,C,1
2020-04-13,0.7893156118546,2.4684157224584613,B,0
2020-04-13,-0.6486625870488699,36.275360039915206,A,1
2020-04-14,0.2733763479442672,54.66963282963398,B,0
2020-04-15,0.8132965765830771,83.98203522034883,B,1
2020-04-15,-0.6863190756491158,12.74856801402462,C,0
2020-04-15,0.29805221010717553,80.02063476835791,A,1
2020-04-15,1.0019275489551946,86.3009046067227,A,1
2020-04-15,-1.2381627748055672,15.068748700083379,C,1
2020-04-16,0.024852338244644202,85.1594319304219,B,1
2020-04-16,-0.6820343831993144,99.1453567842792,C,1
2020-04-16,-1.1744898824931385,72.68388310482375,A,1
2020-04-17,-1.536451740490229,78.4769681824988,C,1
2020-04-17,-1.1906485721787006,99.44152675588734,A,1
2020-04-18,0.06002900575201227,60.548125052594536,B,1
2020-04-18,-1.6108444555617467,30.78863820162494,A,1
2020-04-18,-0.5507270240886372,83.75308340760557,B,1
2020-04-20,0.8131944068528975,61.44857775116313,B,1
2020-04-20,0.44901096341893587,58.11954237209566,A,1
2020-04-20,-0.530507622938157,25.363555551403827,A,1
2020-04-21,1.6896904133587238,75.63342695828867,B,1
2020-04-22,1.8930364139116609,8.166727586009625,C,1
2020-04-22,0.026122431539725762,92.42870707946612,A,1
2020-04-22,-2.468542915884308,32.58234607704848,B,1
2020-04-22,0.8864481970162597,12.777465278999045,B,1
2020-04-22,-2.2939763400335855,44.23665331024188,C,1
2020-04-22,1.4761461107200662,4.246990925653316,A,1
2020-04-22,1.0835849007422989,68.46261942649663,B,1
2020-04-23,1.7742125041380208,90.27055104453562,C,1
2020-04-23,0.26026555836772675,83.72630071385088,B,1
2020-04-24,-0.36138576718183796,12.736947344788108,A,1
2020-04-24,-0.4501011336902239,12.627113710773186,C,0
2020-04-24,-0.5462601710308971,81.34344823242641,B,1
2020-04-25,0.9810686536747028,92.4254274603116,C,0
2020-04-25,0.712271489505878,46.066982983348915,A,1
2020-04-26,0.120225633434213,49.897111691376594,C,1
2020-04-26,-0.7221813079269722,31.82620413857259,A,0
2020-04-26,2.629212631300273,89.4265118256414,B,0
2020-04-26,0.9123746139628699,64.4902905292356,A,1
2020-04-27,-1.5977119197734089,28.82515771673685,B,1
2020-04-27,-0.516256015937127,29.878287105425162,B,1
2020-04-27,0.9317760974087056,89.12000730636024,A,1
2020-04-27,-0.799538921232684,1.3634023905821469,B,1
2020-04-27,0.35154795882588885,32.27265727266384,C,0
2020-04-28,0.950796300336148,55.43566812163691,B,1
2020-04-28,-3.388428082656393,14.821746209932464,A,1
2020-04-29,-0.10803769978925037,9.20987541995898,C,1
2020-04-29,-0.06879084643487816,81.527633109056,C,1
2020-04-29,-0.4120724556837896,89.44043886485072,B,0
2020-04-29,0.3016951349460409,82.36064207981894,B,0
2020-04-29,0.6575196074958747,89.87878897373477,A,1
2020-04-30,0.14205094432460919,55.31119710583715,C,1
2020-05-01,-0.37382739404943216,81.22581209903419,A,1
2020-05-01,0.6326212997842696,38.404263839110044,B,1
2020-05-01,0.04905340927435707,66.62678614790384,C,0
2020-05-02,-0.23070041319547824,98.88355313891644,A,1
2020-05-03,-1.3122793853389192,22.572772383912742,A,1
2020-05-03,-1.5626547852660784,38.98997462910806,A,1
2020-05-04,-1.3312297927140704,48.00473773100856,A,1
2020-05-05,0.2783290612202149,13.801548702005173,A,1
2020-05-05,-0.07907874760635167,8.103861046505678,C,0
2020-05-05,-1.4802840982074632,82.97228663216244,A,1
2020-05-06,0.6459178257938111,97.67943728275861,C,0
2020-05-06,1.3743095131790952,40.47250638296587,A,0
2020-05-07,-0.5984936167163358,8.764983619465328,B,1
2020-05-07,-1.740981857368374,6.581176069057648,B,1
2020-05-07,-0.7091263849019127,89.13182063602987,A,1
2020-05-08,0.8544606267946941,46.381424972767995,B,1
2020-05-09,0.548529858534774,32.00273165623919,C,1
2020-05-09,-0.9224326860114789,47.646127123939955,A,1
2020-05-09,1.5211721377647418,31.830409469234734,C,0
2020-05-09,1.3482800659263987,48.903577530762,A,0
2020-05-10,-0.7330060632766411,85.95563969179368,B,1
2020-05-10,-0.7432900029649667,59.23013710620957,C,0
2020-05-10,-0.5928279373794895,69.46537728101754,B,1
2020-05-10,-0.5073327753885459,36.46706762343366,B,0
2020-05-10,0.9505380079284438,73.85058785105187,A,0
2020-05-11,0.425329060476594,66.66170848793723,C,0
2020-05-11,0.8770787693505876,11.956199775205645,B,0
2020-05-12,0.6735651431866999,57.26428531155846,A,1
2020-05-12,1.7145270681937321,25.6743496309758,A,0
2020-05-12,-1.0593855438091404,80.40956696335928,A,1
2020-05-12,0.38035853038391626,42.59377084669394,B,0
2020-05-13,-2.1738212562346977,99.46841651964871,A,1
2020-05-13,-1.3169555740968584,9.250043793896378,C,0
2020-05-14,-0.07485338593484707,78.03478627401586,C,1
2020-05-14,0.418206612754536,67.37017335421565,B,1
2020-05-16,-0.10181574202956956,76.74988305907054,C,0
2020-05-16,-0.5671924188126782,30.752979549045634,A,1
2020-05-16,-0.3894178774930377,49.20544893824006,B,1
2020-05-16,1.3694409764241042,79.65085197237084,A,1
2020-05-17,-0.38403217788014055,23.2541331620855,B,0
2020-05-18,1.7492416220435278,22.60331967886521,B,1
2020-05-18,0.7940170735411335,55.10509532949324,A,1
2020-05-19,0.4575373461482303,52.356357952985576,C,1
2020-05-19,-1.1935969103209956,28.226247041293284,C,1
2020-05-20,0.9352381613996269,29.807565052482275,B,0
2020-05-20,-0.49377057774849925,27.78451632065655,A,0
2020-05-20,-1.1944397580056998,77.15120619984876,A,0
2020-05-21,0.5128436130793774,65.19008655624606,B,1
2020-05-22,-1.3879460605665397,83.24171834102528,C,1
2020-05-22,-0.7622414621295822,97.54730283140218,A,1
2020-05-22,-0.010115911468911394,47.41642962719864,C,1
2020-05-22,2.2184214241147275,6.669388140544886,C,0
2020-05-23,-0.6869157557924875,4.809231041203543,B,1
2020-05-23,-0.45821651930057533,29.566503927161914,B,0
2020-05-23,0.7323450544216452,93.25445893524508,C,1
2020-05-23,-1.238295688376046,52.32130549708749,A,1
2020-05-23,0.44280638102091546,27.178651608012917,A,1
2020-05-24,1.2059268076165879,39.916679451101956,B,1
2020-05-24,-0.3070948847111013,59.85951074046708,C,1
2020-05-24,1.0261542813968656,65.29496581378422,A,1
2020-05-24,0.29144992321180624,15.391950978290502,A,0
2020-05-24,-0.7306819638037806,97.7031676545176,B,1
2020-05-25,-0.19780468589650635,54.47722269827888,C,0
2020-05-25,-0.3797573399802421,13.56883177922793,A,0
2020-05-25,-0.08763825781647754,89.36352533461337,B,1
2020-05-25,0.1527178992198285,7.46384310794288,A,0
2020-05-26,0.5881999349718571,90.77354331775128,A,1
2020-05-26,0.5086682495871356,99.65656562889824,A,1
2020-05-26,-2.431713571262148,70.04317991565038,B,1
2020-05-27,-0.09730818877202674,77.04472210739898,C,1
2020-05-27,-1.5094219134067626,33.73028364674864,B,1
2020-05-27,-0.2757272524673258,94.15768527339338,C,1
2020-05-28,-0.12378958781091996,52.97139661083676,A,1
2020-05-28,0.976148358084709,73.23884465975549,C,1
2020-05-29,-0.030115467100099595,92.41077159112795,A,1
2020-05-30,0.25921801834326,97.51799759755083,A,1
2020-05-30,0.7930563806574291,83.32043565966744,B,1
2020-05-30,1.2277522598193,30.301750698203,A,0
2020-05-31,-0.12301392335691047,96.65475165520824,B,1
2020-05-31,0.09417944168040884,62.81195312435718,C,1
2020-06-01,0.01002330224225371,93.06424763519598,C,1
2020-06-01,-0.5425989644310762,67.61050258143518,A,1
2020-06-01,-0.7691152234423897,30.723896184772048,B,0
2020-06-01,-2.2718859164259353,37.00245241428159,A,0
2020-06-02,-1.0766609345243296,55.04717771029405,B,1
2020-06-02,-1.7786308332098035,79.0014841559882,B,1
2020-06-02,1.2551984844532522,31.798255134033493,B,1
2020-06-03,0.18841600829742838,57.97311661341921,C,0
2020-06-04,-0.12593897294683368,34.56249935764015,B,1
2020-06-05,-0.7174851860810817,81.57694046351071,C,1
2020-06-05,0.02977926323462388,46.672809376795044,B,1
2020-06-05,-0.8479798776553341,7.672282685288523,C,1
2020-06-05,0.17401855662060367,16.60525214815364,C,0
2020-06-05,0.2457339829213534,6.110466761963229,C,1
2020-06-06,-0.8613837023567438,49.93029460143252,A,1
2020-06-06,-0.8804619648224059,10.633729734822717,B,0
2020-06-07,0.9621993545951174,11.413996930963211,A,0
2020-06-07,-0.05285995429130031,94.1048260038377,B,1
2020-06-08,-0.7810204292648907,87.26550721760555,B,1
2020-06-08,-0.37050630168951904,45.208659681136595,A,1
2020-06-08,-1.0105940867066072,98.58053208502058,C,1
2020-06-08,-0.06718358066191689,0.01865281706631139,B,0
2020-06-09,0.8316283076644685,61.39794562733938,C,1
2020-06-09,-0.027670667594261386,61.642817737187,A,1
2020-06-09,2.3636334436753845,45.74430558698882,C,1
2020-06-09,0.42135956804900154,39.69479729342928,B,1
2020-06-09,0.22995444784221233,45.53831354806076,B,0
2020-06-10,-0.9083021309658057,41.49604360796805,B,0
2020-06-10,-0.23853344684266678,73.04924774822994,A,1
2020-06-10,-0.7790138430336923,13.535543497328407,B,1
2020-06-11,-2.1656452284041237,19.763922059113014,A,1
2020-06-11,0.9742622221288076,18.05182283924236,C,1
2020-06-11,-0.5114505555502311,26.247058512126454,B,1
2020-06-13,-0.7604000743333061,52.52584187815833,B,0
2020-06-13,0.21057003395846483,11.120874733821873,B,1
2020-06-13,0.512499552221517,86.8169295326504,C,0
2020-06-14,-0.32077483290627873,29.73615313084723,B,1
2020-06-14,-0.0026016676090183624,16.253798746870785,A,0
2020-06-14,0.746187407314403,67.56213095982433,C,1
2020-06-15,-0.36019359460994765,3.808630059931928,C,1
2020-06-15,0.302333741763334,61.996856487416416,C,1
2020-06-16,-1.6592446183891503,69.81984306764998,C,1
2020-06-16,-1.2413189984277486,21.491653138671918,C,1
2020-06-16,0.6055397780804037,4.196407344363429,A,0
2020-06-16,-1.2935586391672984,36.36453589194496,C,1
2020-06-16,0.2341375471132961,9.859423024193648,B,1
2020-06-18,-0.1469987821970727,11.647784967333708,C,1
2020-06-18,-0.3644672625202288,25.426123144486457,C,1
2020-06-18,-0.8284627689677282,29.54679246267593,C,1
2020-06-18,0.9093400181053757,52.99703410214206,C,1
2020-06-19,1.7298911545198354,67.83918855030132,C,1
2020-06-19,0.30019216260019443,59.277094087018476,A,1
2020-06-20,0.32249071567281723,14.83603372895168,A,0
2020-06-20,-0.682330629857494,17.208603245262644,C,1
2020-06-20,-1.1960972318243799,87.87692497929145,A,1
2020-06-21,-0.039738904806174535,55.83523150641136,B,0
2020-06-21,-0.973749647958076,86.9937832897689,C,1
2020-06-21,-1.7726101283158218,37.154651131987436,B,1
2020-06-22,0.8034458123655823,61.44000074313239,B,0
2020-06-23,0.852166788251833,52.36634160546107,C,1
2020-06-24,-0.8588387729530943,31.912348982046257,B,0
2020-06-24,0.24396432127924425,46.991537203359535,B,1
2020-06-25,1.0019522677917667,50.24908768269321,B,0
2020-06-25,0.2050266870618789,20.07709747566786,C,0
2020-06-25,-1.1931546460987335,31.501037237673156,C,1
2020-06-26,-0.23289341323709867,79.14097505069756,B,1
2020-06-26,1.3268094200419909,91.57882394541271,C,1
2020-06-27,0.2470266436051129,35.97940935452995,C,1
2020-06-27,0.5391321031828054,30.697228220901817,B,1
2020-06-28,0.34162921936911433,19.519716457188252,C,0
2020-06-28,-0.8555113579782533,67.84911686505812,A,1
2020-06-29,-0.6208452192826428,32.309970166633725,C,1
2020-06-30,0.33886515705174236,98.77495390991885,A,1
2020-06-30,0.8168717800204081,32.56848020639532,B,1
2020-06-30,1.0999049509178827,39.413604678262814,C,0
2020-06-30,-0.8581055447681935,60.333419621203475,B,0
2020-07-01,0.4331205346771937,80.1684293191305,B,1
2020-07-01,1.1870441117189765,46.95186653456337,B,0
